title,rating,year,actors,languages,duration,url
Jackie Brown,7.5,1997,"['Pam Grier', ' Samuel L Jackson', ' Robert Forster', ' Bridget Fonda']",['English'],154,https://www.imdb.com/title/tt0119396/
Lawn Dogs,7.5,1997,"['Sam Rockwell', ' Kathleen Quinlan', ' Mischa Barton', ' Christopher McDonald']",['English'],101,https://www.imdb.com/title/tt0119506/
Iruvar,8.5,1997,"['Mohanlal', ' Prakash Raj', ' Aishwarya Rai Bachchan', ' Gautami']",['Tamil'],140,https://www.imdb.com/title/tt0119385/
Mulan,7.6,1998,"['MingNa Wen', ' Eddie Murphy', ' BD Wong', ' Miguel Ferrer']","['English', 'Mandarin']",88,https://www.imdb.com/title/tt0120762/
Fear and Loathing in Las Vegas,7.6,1998,"['Johnny Depp', ' Benicio Del Toro', ' Tobey Maguire', ' Michael Lee Gogin']",['English'],118,https://www.imdb.com/title/tt0120669/
The Red Violin,7.6,1998,"['Carlo Cecchi', ' JeanLuc Bideau', ' Christoph Koncz', ' Jason Flemyng']","['English', 'Italian', 'German', 'French', 'Mandarin']",130,https://www.imdb.com/title/tt0120802/
Dark City,7.6,1998,"['Rufus Sewell', ' Kiefer Sutherland', ' Jennifer Connelly', ' William Hurt']",['English'],100,https://www.imdb.com/title/tt0118929/
Dil Se..,7.6,1998,"['Shah Rukh Khan', ' Manisha Koirala', ' Preity Zinta', ' Raghuvir Yadav']",['Hindi'],144,https://www.imdb.com/title/tt0164538/
The Green Mile,8.6,1999,"['Tom Hanks', ' Michael Clarke Duncan', ' David Morse', ' Bonnie Hunt']","['English', 'French']",189,https://www.imdb.com/title/tt0120689/
Rosetta,7.5,1999,"['Émilie Dequenne', ' Fabrizio Rongione', ' Anne Yernaux', ' Olivier Gourmet']",['French'],95,https://www.imdb.com/title/tt0200071/
La lengua de las mariposas,7.6,1999,"['Manuel Lozano', ' Fernando Fernán Gómez', ' Uxía Blanco', ' Gonzalo Uriarte']","['Spanish', 'Galician', 'Latin']",96,https://www.imdb.com/title/tt0188030/
The Hurricane,7.6,1999,"['Denzel Washington', ' Vicellous Shannon', ' Deborah Kara Unger', ' Liev Schreiber']",['English'],146,https://www.imdb.com/title/tt0174856/
In China They Eat Dogs,7.4,1999,"['Kim Bodnia', ' Dejan Cukic', ' Nikolaj Lie Kaas', ' Tomas Villum Jensen']","['Danish', 'English', 'Serbian', 'German']",91,https://www.imdb.com/title/tt0180748/
Erin Brockovich,7.4,2000,"['Julia Roberts', ' Albert Finney', ' David Brisbin', ' Dawn Didawick']",['English'],131,https://www.imdb.com/title/tt0195685/
Quills,7.3,2000,"['Geoffrey Rush', ' Kate Winslet', ' Joaquin Phoenix', ' Michael Caine']","['English', 'Latin']",124,https://www.imdb.com/title/tt0180073/
Frequency,7.3,2000,"['Dennis Quaid', ' Jim Caviezel', ' Shawn Doyle', ' Elizabeth Mitchell']",['English'],118,https://www.imdb.com/title/tt0186151/
Dinner Rush,7.3,2000,"['Danny Aiello', ' Edoardo Ballerini', ' John Rothman', ' Frank Bongiorno']","['English', 'Italian', 'French']",99,https://www.imdb.com/title/tt0229340/
Sexy Beast,7.3,2000,"['Ray Winstone', ' Ben Kingsley', ' Ian McShane', ' Amanda Redman']","['English', 'Spanish']",89,https://www.imdb.com/title/tt0203119/
Baran,7.8,2001,"['Hossein Abedini', ' Zahra Bahrami', ' Mohammad Amir Naji', ' Hossein Mahjoub']","['Kurdish', 'Persian', 'Azerbaijani']",94,https://www.imdb.com/title/tt0233841/
Waking Life,7.8,2001,"['Ethan Hawke', ' Trevor Jack Brooks', ' Lorelei Linklater', ' Wiley Wiggins']",['English'],99,https://www.imdb.com/title/tt0243017/
Samsara,7.7,2001,"['Shawn Ku', ' Christy Chung', ' Neelesha Barthel', ' Lhakpa Tsering']","['Tibetan', 'Ladakhi']",145,https://www.imdb.com/title/tt0196069/
Sennen joyû,7.9,2001,"['Miyoko Shôji', ' Shôzô Îzuka', ' Mami Koyama', ' Fumiko Orikasa']","['Japanese', 'English']",87,https://www.imdb.com/title/tt0291350/
Atanarjuat,7.5,2001,"['Natar Ungalaaq', ' Sylvia Ivalu', ' PeterHenry Arnatsiaq', ' Lucy Tulugarjuk']",['Inuktitut'],172,https://www.imdb.com/title/tt0285441/
Gangs of New York,7.5,2002,"['Leonardo DiCaprio', ' Cameron Diaz', ' Daniel DayLewis', ' Jim Broadbent']","['English', 'Irish Gaelic', 'Chinese', 'Latin']",167,https://www.imdb.com/title/tt0217505/
The Pianist,8.5,2002,"['Adrien Brody', ' Thomas Kretschmann', ' Frank Finlay', ' Emilia Fox']","['English', 'German', 'Russian']",150,https://www.imdb.com/title/tt0253474/
Mrtav 'ladan,8.4,2002,"['Nikola Djuricko', ' Sonja Kolacaric', ' Tara Manic', ' Srdjan Zika Todorovic']",['Serbian'],90,https://www.imdb.com/title/tt0301634/
L'auberge espagnole,7.3,2002,"['Romain Duris', ' Judith Godrèche', ' Kelly Reilly', ' Audrey Tautou']","['French', 'Spanish', 'English', 'Catalan', 'Danish', 'German', 'Italian']",122,https://www.imdb.com/title/tt0283900/
Dirty Pretty Things,7.3,2002,"['Chiwetel Ejiofor', ' Audrey Tautou', ' Sophie Okonedo', ' Kriss Dosanjh']","['English', 'Somali', 'Spanish', 'French']",97,https://www.imdb.com/title/tt0301199/
Salmer fra kjøkkenet,7.3,2003,"['Tomas Norström', ' Joachim Calmeyer', ' Bjørn Floberg', ' Reine Brynolfsson']","['Norwegian', 'Swedish']",95,https://www.imdb.com/title/tt0323872/
X-Men 2,7.4,2003,"['Patrick Stewart', ' Hugh Jackman', ' Halle Berry', ' Ian McKellen']","['English', 'German', 'Italian', 'Spanish']",134,https://www.imdb.com/title/tt0290334/
Lisbela e o Prisioneiro,7.6,2003,"['André Mattos', ' Aramis Trindade', ' Bruno Garcia', ' Carlos Casagrande']",['Portuguese'],106,https://www.imdb.com/title/tt0367975/
O Homem Que Copiava,7.6,2003,"['Lázaro Ramos', ' Leandra Leal', ' Luana Piovani', ' Pedro Cardoso']",['Portuguese'],123,https://www.imdb.com/title/tt0367859/
Big Fish,8.0,2003,"['Ewan McGregor', ' Albert Finney', ' Billy Crudup', ' Jessica Lange']","['English', 'Cantonese']",125,https://www.imdb.com/title/tt0319061/
Taegukgi hwinalrimyeo,8.0,2004,"['Jang DongGun', ' Won Bin', ' Eunju Lee', ' Hyeongjin Kong']",['Korean'],140,https://www.imdb.com/title/tt0386064/
Kill Bill: Vol. 2,8.0,2004,"['Uma Thurman', ' David Carradine', ' Michael Madsen', ' Daryl Hannah']","['English', 'Cantonese', 'Mandarin', 'Spanish']",137,https://www.imdb.com/title/tt0378194/
Walk on Water,7.3,2004,"['Lior Ashkenazi', ' Knut Berger', ' Caroline Peters', ' Gideon Shemer']","['English', 'German', 'Hebrew', 'Italian', 'Turkish', 'Arabic']",103,https://www.imdb.com/title/tt0352994/
Ghilli,8.0,2004,"['Joseph Vijay', ' Trisha Krishnan', ' Prakash Raj', ' Ashish Vidyarthi']",['Tamil'],160,https://www.imdb.com/title/tt0422320/
Mar adentro,8.0,2004,"['Javier Bardem', ' Belén Rueda', ' Lola Dueñas', ' Mabel Rivera']","['Spanish', 'Catalan', 'Galician']",126,https://www.imdb.com/title/tt0369702/
"The Prize Winner of Defiance, Ohio",7.3,2005,"['Julianne Moore', ' Woody Harrelson', ' Laura Dern', ' Trevor Morgan']",['English'],99,https://www.imdb.com/title/tt0406158/
Coach Carter,7.3,2005,"['Samuel L Jackson', ' Rick Gonzalez', ' Robert Richard', ' Rob Brown']",['English'],136,https://www.imdb.com/title/tt0393162/
Hustle & Flow,7.3,2005,"['Terrence Howard', ' Ludacris', ' Anthony Anderson', ' Taryn Manning']",['English'],116,https://www.imdb.com/title/tt0410097/
North Country,7.3,2005,"['Charlize Theron', ' Jeremy Renner', ' Frances McDormand', ' Thomas Curtis']",['English'],126,https://www.imdb.com/title/tt0395972/
C.R.A.Z.Y.,7.9,2005,"['Michel Côté', ' MarcAndré Grondin', ' Danielle Proulx', ' Émile Vallée']","['French', 'English', 'German', 'Spanish', 'Polish']",129,https://www.imdb.com/title/tt0401085/
Apocalypto,7.8,2006,"['Gerardo Taracena', ' Raoul Max Trujillo', ' Dalia Hernández', ' Rudy Youngblood']",['Maya'],139,https://www.imdb.com/title/tt0472043/
Children of Men,7.9,2006,"['Julianne Moore', ' Clive Owen', ' Chiwetel Ejiofor', ' Michael Caine']","['English', 'German', 'Italian', 'Romanian', 'Spanish', 'Arabic', 'Georgian', 'Russian', 'Serbian']",109,https://www.imdb.com/title/tt0206634/
Little Miss Sunshine,7.8,2006,"['Steve Carell', ' Toni Collette', ' Greg Kinnear', ' Abigail Breslin']",['English'],101,https://www.imdb.com/title/tt0449059/
San xia hao ren,7.3,2006,"['Tao Zhao', ' Zhou Lan', ' Sanming Han', ' Lizhen Ma']",['Mandarin'],111,https://www.imdb.com/title/tt0859765/
Biyeolhan geori,7.3,2006,"['InSung Jo', ' Hojin Chun', ' Min Namkoong', ' Lee Boyoung']",['Korean'],140,https://www.imdb.com/title/tt0821442/
Freedom Writers,7.6,2007,"['Hilary Swank', ' Imelda Staunton', ' Patrick Dempsey', ' Scott Glenn']","['English', 'Spanish']",123,https://www.imdb.com/title/tt0463998/
Grindhouse,7.5,2007,"['Kurt Russell', ' Rose McGowan', ' Danny Trejo', ' Zoë Bell']","['English', 'Spanish']",191,https://www.imdb.com/title/tt0462322/
Happy Days,7.9,2007,"['Varun Sandesh', ' Tamannaah Bhatia', ' Raahul', ' Sonia']",['Telugu'],153,https://www.imdb.com/title/tt1214961/
Control,7.7,2007,"['Sam Riley', ' Samantha Morton', ' Craig Parkinson', ' Alexandra Maria Lara']",['English'],122,https://www.imdb.com/title/tt0421082/
La Vie En Rose,7.6,2007,"['Marion Cotillard', ' Sylvie Testud', ' Pascal Greggory', ' Emmanuelle Seigner']","['French', 'English']",140,https://www.imdb.com/title/tt0450188/
Keith,7.4,2008,"['Elisabeth Harnois', ' Jesse McCartney', ' Margo Harshman', ' Ignacio Serricchio']",['English'],95,https://www.imdb.com/title/tt0435679/
Red Cliff,7.4,2008,"['Tony ChiuWai Leung', ' Takeshi Kaneshiro', ' Fengyi Zhang', ' Chang Chen']",['Mandarin'],288,https://www.imdb.com/title/tt0425637/
Üç Maymun,7.3,2008,"['Yavuz Bingöl', ' Hatice Aslan', ' Ahmet Rifat Sungar', ' Ercan Kesal']",['Turkish'],109,https://www.imdb.com/title/tt1233381/
Dasavatharam,7.3,2008,"['Kamal Haasan', ' Asin Thottumkal', ' Jaya Prada', ' Mallika Sherawat']",['Tamil'],188,https://www.imdb.com/title/tt0479651/
Der Baader Meinhof Komplex,7.4,2008,"['Martina Gedeck', ' Moritz Bleibtreu', ' Johanna Wokalek', ' Bruno Ganz']","['German', 'English', 'French', 'Swedish', 'Arabic']",150,https://www.imdb.com/title/tt0765432/
Trailer Park Boys: Countdown to Liquor Day,7.4,2009,"['Robb Wells', ' John Paul Tremblay', ' Mike Smith', ' John Dunsworth']",['English'],102,https://www.imdb.com/title/tt1337032/
Einayim Petukhoth,7.3,2009,"['Zohar Strauss', ' Ran Danker', ' Tinkerbell', ' Tzahi Grad']","['Hebrew', 'Yiddish', 'German', 'French', 'English']",91,https://www.imdb.com/title/tt1424327/
Watchmen,7.6,2009,"['Jackie Earle Haley', ' Patrick Wilson', ' Carla Gugino', ' Malin Akerman']",['English'],162,https://www.imdb.com/title/tt0409459/
Harry Potter en de halfbloed prins,7.6,2009,"['Daniel Radcliffe', ' Emma Watson', ' Rupert Grint', ' Michael Gambon']","['English', 'Latin']",153,https://www.imdb.com/title/tt0417741/
13B: Fear Has a New Address,7.3,2009,"['Madhavan', ' Nitu Chandra', ' Poonam Dhillon', ' Saranya Ponvannan']","['Hindi', 'Tamil']",138,https://www.imdb.com/title/tt1385824/
Despicable Me,7.6,2010,"['Steve Carell', ' Jason Segel', ' Russell Brand', ' Julie Andrews']",['English'],95,https://www.imdb.com/title/tt1323594/
Phas Gaye Re Obama,7.5,2010,"['Rajat Kapoor', ' Neha Dhupia', ' Sanjay Mishra', ' Manu Rishi Chadha']",['Hindi'],108,https://www.imdb.com/title/tt1773015/
Kick-Ass,7.6,2010,"['Aaron TaylorJohnson', ' Nicolas Cage', ' Chloë Grace Moretz', ' Garrett M Brown']",['English'],117,https://www.imdb.com/title/tt1250777/
Yongseoneun eupda,7.5,2010,"['Sol Kyunggu', ' Ryoo Seungbum', ' Hyejin Han', ' Jiru Sung']",['Korean'],123,https://www.imdb.com/title/tt1662557/
O chyom govoryat muzhchiny,7.5,2010,"['Leonid Barats', ' Aleksandr Demidov', ' Kamil Larin', ' Rostislav Khait']","['Russian', 'Ukrainian', 'English']",93,https://www.imdb.com/title/tt1595366/
Jin ling shi san chai,7.6,2011,"['Christian Bale', ' Ni Ni', ' Xinyi Zhang', ' Tianyuan Huang']","['English', 'Japanese', 'Mandarin', 'Shanghainese']",146,https://www.imdb.com/title/tt1410063/
United,7.4,2011,"['Dean Andrews', ' Kate Ashfield', ' Natalie Burt', ' David Calder']","['English', 'German']",94,https://www.imdb.com/title/tt1777034/
50/50,7.6,2011,"['Joseph GordonLevitt', ' Seth Rogen', ' Anna Kendrick', ' Bryce Dallas Howard']",['English'],100,https://www.imdb.com/title/tt1306980/
Tyrannosaur,7.6,2011,"['Peter Mullan', ' Archie Lal', ' Jag Sanghera', ' Mike Fearnley']",['English'],92,https://www.imdb.com/title/tt1204340/
Moneyball,7.6,2011,"['Brad Pitt', ' Robin Wright', ' Jonah Hill', ' Philip Seymour Hoffman']",['English'],133,https://www.imdb.com/title/tt1210166/
Wreck-It Ralph,7.7,2012,"['John C Reilly', ' Jack McBrayer', ' Jane Lynch', ' Sarah Silverman']",['English'],101,https://www.imdb.com/title/tt1772341/
Le prénom,7.3,2012,"['Patrick Bruel', ' Valérie Benguigui', ' Charles Berling', ' Guillaume de Tonquédec']",['French'],109,https://www.imdb.com/title/tt2179121/
Frances Ha,7.5,2012,"['Greta Gerwig', ' Mickey Sumner', ' Adam Driver', ' Michael Zegen']","['English', 'French']",86,https://www.imdb.com/title/tt2347569/
El cuerpo,7.6,2012,"['Jose Coronado', ' Hugo Silva', ' Belén Rueda', ' Aura Garrido']",['Spanish'],112,https://www.imdb.com/title/tt1937149/
Treto poluvreme,7.7,2012,"['Katarina Ivanovska', ' Sasko Kocev', ' Richard Sammel', ' Rade Serbedzija']","['Macedonian', 'German', 'Ladino', 'Bulgarian', 'English', 'Serbian', 'Spanish']",113,https://www.imdb.com/title/tt2069100/
Frozen,7.4,2013,"['Kristen Bell', ' Idina Menzel', ' Jonathan Groff', ' Josh Gad']","['English', 'Norwegian']",102,https://www.imdb.com/title/tt2294629/
7-beon-bang-ui seon-mul,8.2,2013,"['Seungryong Ryu', ' So Won Kal', ' Dalsu Oh', ' Mansik Jeong']",['Korean'],127,https://www.imdb.com/title/tt2659414/
The Lunchbox,7.8,2013,"['Irrfan Khan', ' Nimrat Kaur', ' Nawazuddin Siddiqui', ' Lillete Dubey']",['Hindi'],104,https://www.imdb.com/title/tt2350496/
Pozitia copilului,7.4,2013,"['Luminita Gheorghiu', ' Bogdan Dumitrache', ' Natasa Raab', ' Ilinca Goia']",['Romanian'],112,https://www.imdb.com/title/tt2187115/
Bhaag Milkha Bhaag,8.2,2013,"['Farhan Akhtar', ' Sonam Kapoor', ' Pawan Malhotra', ' Art Malik']",['Hindi'],186,https://www.imdb.com/title/tt2356180/
Chef,7.3,2014,"['Jon Favreau', ' Robert Downey Jr', ' Scarlett Johansson', ' Dustin Hoffman']","['English', 'Spanish']",114,https://www.imdb.com/title/tt2883512/
The Blue Elephant,8.1,2014,"['Karim Abdel Aziz', ' Khaled ElSawi', ' Nelly Karim', ' Muhammad Mamdooh']",['Arabic'],170,https://www.imdb.com/title/tt3461252/
Song of the Sea,8.1,2014,"['David Rawle', ' Brendan Gleeson', ' Lisa Hannigan', ' Fionnula Flanagan']","['English', 'Irish Gaelic']",93,https://www.imdb.com/title/tt1865505/
Pek Yakinda,7.4,2014,"['Cem Yilmaz', ' Tülin Özen', ' Zafer Algöz', ' Özkan Ugur']",['Turkish'],134,https://www.imdb.com/title/tt3698408/
The Hundred-Foot Journey,7.3,2014,"['Helen Mirren', ' Om Puri', ' Manish Dayal', ' Charlotte Le Bon']","['English', 'Hindi', 'French']",122,https://www.imdb.com/title/tt2980648/
Sicario,7.6,2015,"['Emily Blunt', ' Josh Brolin', ' Benicio Del Toro', ' Jon Bernthal']","['English', 'Spanish']",121,https://www.imdb.com/title/tt3397884/
"Liza, a rókatündér",7.6,2015,"['Mónika Balsai', ' Szabolcs Bede Fazekas', ' David Sakurai', ' Zoltán Schmied']","['Hungarian', 'Japanese']",98,https://www.imdb.com/title/tt2210769/
Mucize,7.6,2015,"['Mahsun Kirmizigül', ' Senay Gürler', ' Talat Bulut', ' Mert Turak']",['Turkish'],136,https://www.imdb.com/title/tt3138782/
Binnenstebuiten,8.1,2015,"['Amy Poehler', ' Bill Hader', ' Lewis Black', ' Mindy Kaling']","['English', 'Portuguese']",95,https://www.imdb.com/title/tt2096673/
The Man from U.N.C.L.E.,7.3,2015,"['Henry Cavill', ' Armie Hammer', ' Alicia Vikander', ' Elizabeth Debicki']","['English', 'Russian', 'German', 'Italian']",116,https://www.imdb.com/title/tt1638355/
M.S. Dhoni: The Untold Story,7.9,2016,"['Sushant Singh Rajput', ' Kiara Advani', ' Anupam Kher', ' Disha Patani']",['Hindi'],184,https://www.imdb.com/title/tt4169250/
Arrival,7.9,2016,"['Amy Adams', ' Jeremy Renner', ' Forest Whitaker', ' Michael Stuhlbarg']","['English', 'Russian', 'Mandarin']",116,https://www.imdb.com/title/tt2543164/
Perfetti sconosciuti,7.8,2016,"['Giuseppe Battiston', ' Anna Foglietta', ' Marco Giallini', ' Edoardo Leo']",['Italian'],96,https://www.imdb.com/title/tt4901306/
Airlift,8.0,2016,"['Akshay Kumar', ' Nimrat Kaur', ' Kumud Mishra', ' Prakash Belawadi']",['Hindi'],130,https://www.imdb.com/title/tt4387040/
Zootropolis,8.0,2016,"['Ginnifer Goodwin', ' Jason Bateman', ' Idris Elba', ' Jenny Slate']",['English'],108,https://www.imdb.com/title/tt2948356/
Chalard games goeng,7.6,2017,"['Chutimon Chuengcharoensukying', ' Eisaya Hosuwan', ' Teeradon Supapunpinyo', ' Chanon Santinatornkul']","['Thai', 'English']",130,https://www.imdb.com/title/tt6788942/
Taeksi woonjunsa,7.9,2017,"['Kangho Song', ' Thomas Kretschmann', ' HaeJin Yoo', ' Ryu JunYeol']","['Korean', 'German', 'English', 'Japanese']",137,https://www.imdb.com/title/tt6878038/
Nelyubov,7.6,2017,"['Maryana Spivak', ' Aleksey Rozin', ' Matvey Novikov', ' Marina Vasileva']","['Russian', 'Portuguese', 'Uzbek']",127,https://www.imdb.com/title/tt6304162/
Call Me by Your Name,7.9,2017,"['Armie Hammer', ' Timothée Chalamet', ' Michael Stuhlbarg', ' Amira Casar']","['English', 'Italian', 'French', 'German', 'Hebrew']",132,https://www.imdb.com/title/tt5726616/
The Florida Project,7.6,2017,"['Brooklynn Prince', ' Bria Vinaite', ' Willem Dafoe', ' Christopher Rivera']","['English', 'Spanish', 'Portuguese']",111,https://www.imdb.com/title/tt5649144/
96,8.6,2018,"['Vijay Sethupathi', ' Adithya Bhaskar', ' Trisha Krishnan', ' Gouri Kishan']",['Tamil'],158,https://www.imdb.com/title/tt7019842/
Ratsasan,8.4,2018,"['Vishnu Vishal', ' Amala Paul', ' Radha Ravi', ' Sangili Murugan']",['Tamil'],170,https://www.imdb.com/title/tt7060344/
Rangasthalam,8.4,2018,"['Ram Charan', ' Samantha Ruth Prabhu', ' Aadhi', ' Jagapathi Babu']",['Telugu'],170,https://www.imdb.com/title/tt7392212/
Avengers: Infinity War,8.4,2018,"['Robert Downey Jr', ' Chris Hemsworth', ' Mark Ruffalo', ' Chris Evans']",['English'],149,https://www.imdb.com/title/tt4154756/
Capharnaüm,8.4,2018,"['Zain Al Rafeea', ' Yordanos Shiferaw', ' Boluwatife Treasure Bankole', ' Kawsar Al Haddad']","['Arabic', 'Amharic']",126,https://www.imdb.com/title/tt8267604/
How to Train Your Dragon: The Hidden World,7.5,2019,"['Jay Baruchel', ' America Ferrera', ' F Murray Abraham', ' Cate Blanchett']",['English'],104,https://www.imdb.com/title/tt2386490/
Avengers: Endgame,8.4,2019,"['Robert Downey Jr', ' Chris Evans', ' Mark Ruffalo', ' Chris Hemsworth']","['English', 'Japanese', 'Xhosa', 'German']",181,https://www.imdb.com/title/tt4154796/
Richard Jewell,7.5,2019,"['Paul Walter Hauser', ' Sam Rockwell', ' Brandon Stanley', ' Ryan Boz']",['English'],131,https://www.imdb.com/title/tt3513548/
The Gentlemen,7.8,2019,"['Matthew McConaughey', ' Charlie Hunnam', ' Michelle Dockery', ' Jeremy Strong']","['English', 'Russian', 'Spanish', 'Chinese']",113,https://www.imdb.com/title/tt8367814/
Badla,7.8,2019,"['Amitabh Bachchan', ' Taapsee Pannu', ' Amrita Singh', ' Antonio Aakeel']",['Hindi'],118,https://www.imdb.com/title/tt8130968/
