title,year,rating,actors,duration,url
Der siebente Kontinent,1989,7.7,"['Birgit Doll', ' Dieter Berner', ' Leni Tanzer', ' Udo Samel']",104,https://www.imdb.com/title/tt0098327/
Lean on Me,1989,7.4,"['Morgan Freeman', ' Beverly Todd', ' Robert Guillaume', ' Alan North']",108,https://www.imdb.com/title/tt0097722/
Nikita,1990,7.3,"['Anne Parillaud', ' Marc Duret', ' Patrick Fontana', ' Alain Lathière']",117,https://www.imdb.com/title/tt0100263/
Miller's Crossing,1990,7.7,"['Gabriel Byrne', ' Albert Finney', ' John Turturro', ' Marcia Gay Harden']",115,https://www.imdb.com/title/tt0100150/
Le mari de la coiffeuse,1990,7.3,"['Jean Rochefort', ' Anna Galiena', ' Roland Bertin', ' Maurice Chevit']",82,https://www.imdb.com/title/tt0100112/
"Back to the future, deel 3",1990,7.4,"['Michael J Fox', ' Christopher Lloyd', ' Mary Steenburgen', ' Thomas F Wilson']",118,https://www.imdb.com/title/tt0099088/
Ju Dou,1990,7.7,"['Gong Li', ' Wei Li', ' Baotian Li', ' Zhang Yi']",95,https://www.imdb.com/title/tt0099902/
Toto le héros,1991,7.6,"['Michel Bouquet', ' Mireille Perrier', ' Jo De Backer', ' Thomas Godet']",91,https://www.imdb.com/title/tt0103105/
Omohide poro poro,1991,7.6,"['Miki Imai', ' Toshirô Yanagiba', ' Yoko Honna', ' Mayumi Izuka']",118,https://www.imdb.com/title/tt0102587/
Pappa ante Portas,1991,7.9,"['Evelyn Hamann', ' Vicco von Bülow', ' Irm Hermann', ' HansPeter Korff']",89,https://www.imdb.com/title/tt0102629/
Europa,1991,7.6,"['Barbara Sukowa', ' JeanMarc Barr', ' Udo Kier', ' ErnstHugo Järegård']",112,https://www.imdb.com/title/tt0101829/
Mediterraneo,1991,7.5,"['Diego Abatantuono', ' Claudio Bigagli', ' Giuseppe Cederna', ' Claudio Bisio']",96,https://www.imdb.com/title/tt0102426/
Passion Fish,1992,7.4,"['Mary McDonnell', ' Alfre Woodard', ' Angela Bassett', ' Lenore Banks']",135,https://www.imdb.com/title/tt0105107/
Un coeur en hiver,1992,7.6,"['Daniel Auteuil', ' Emmanuelle Béart', ' André Dussollier', ' Elizabeth Bourgine']",105,https://www.imdb.com/title/tt0105682/
Qiu Ju da guan si,1992,7.6,"['Gong Li', ' Peiqi Liu', ' Liuchun Yang', ' Kesheng Lei']",100,https://www.imdb.com/title/tt0105197/
My Cousin Vinny,1992,7.6,"['Joe Pesci', ' Marisa Tomei', ' Ralph Macchio', ' Mitchell Whitfield']",120,https://www.imdb.com/title/tt0104952/
Bram Stoker's Dracula,1992,7.4,"['Gary Oldman', ' Winona Ryder', ' Anthony Hopkins', ' Keanu Reeves']",128,https://www.imdb.com/title/tt0103874/
Bound by Honor,1993,8.0,"['Damian Chapa', ' Jesse Borrego', ' Benjamin Bratt', ' Enrique Castillo']",180,https://www.imdb.com/title/tt0106469/
Sonatine,1993,7.5,"['Takeshi Kitano', ' Aya Kokumai', ' Tetsu Watanabe', ' Masanobu Katsumura']",94,https://www.imdb.com/title/tt0108188/
Siu nin Wong Fei Hung chi: Tit ma lau,1993,7.5,"['Rongguang Yu', ' Donnie Yen', ' Jean Wang', ' SzeMan Tsang']",90,https://www.imdb.com/title/tt0108148/
Rudy,1993,7.5,"['Sean Astin', ' Jon Favreau', ' Ned Beatty', ' Greta Lind']",114,https://www.imdb.com/title/tt0108002/
A Perfect World,1993,7.5,"['Kevin Costner', ' Clint Eastwood', ' Laura Dern', ' TJ Lowther']",138,https://www.imdb.com/title/tt0107808/
Fresh,1994,7.6,"['Sean Nelson', ' Giancarlo Esposito', ' Samuel L Jackson', ' NBushe Wright']",114,https://www.imdb.com/title/tt0109842/
Léon,1994,8.5,"['Jean Reno', ' Gary Oldman', ' Natalie Portman', ' Danny Aiello']",110,https://www.imdb.com/title/tt0110413/
Pulp Fiction,1994,8.9,"['John Travolta', ' Uma Thurman', ' Samuel L Jackson', ' Bruce Willis']",154,https://www.imdb.com/title/tt0110912/
The Sum of Us,1994,7.3,"['Jack Thompson', ' Russell Crowe', ' John Polson', ' Deborah Kennedy']",100,https://www.imdb.com/title/tt0111309/
The Shawshank Redemption,1994,9.3,"['Tim Robbins', ' Morgan Freeman', ' Bob Gunton', ' William Sadler']",142,https://www.imdb.com/title/tt0111161/
The Usual Suspects,1995,8.5,"['Kevin Spacey', ' Gabriel Byrne', ' Chazz Palminteri', ' Stephen Baldwin']",106,https://www.imdb.com/title/tt0114814/
Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,1995,7.7,"['Masako Nozawa', ' Ryô Horikawa', ' Takeshi Kusao', ' Daisuke Gôri']",51,https://www.imdb.com/title/tt0142236/
Dragon Ball Z - Doragon bôru zetto: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru,1995,7.5,"['Masako Nozawa', ' Takeshi Kusao', ' Mayumi Tanaka', ' Hiromi Tsuru']",52,https://www.imdb.com/title/tt0142243/
To vlemma tou Odyssea,1995,7.6,"['Harvey Keitel', ' Maia Morgenstern', ' Erland Josephson', ' Thanasis Vengos']",176,https://www.imdb.com/title/tt0114863/
Land and Freedom,1995,7.6,"['Ian Hart', ' Rosana Pastor', ' Icíar Bollaín', ' Tom Gilroy']",109,https://www.imdb.com/title/tt0114671/
Hamlet,1996,7.7,"['Kenneth Branagh', ' Julie Christie', ' Derek Jacobi', ' Kate Winslet']",242,https://www.imdb.com/title/tt0116477/
Lepa sela lepo gore,1996,8.7,"['Dragan Bjelogrlic', ' Nikola Kojo', ' Dragan Maksimovic', ' Zoran Cvijanovic']",115,https://www.imdb.com/title/tt0116860/
Kauas pilvet karkaavat,1996,7.7,"['Kati Outinen', ' Kari Väänänen', ' Elina Salo', ' Sakari Kuosmanen']",97,https://www.imdb.com/title/tt0116752/
The Rock,1996,7.4,"['Sean Connery', ' Nicolas Cage', ' Ed Harris', ' John Spencer']",136,https://www.imdb.com/title/tt0117500/
Primal Fear,1996,7.7,"['Richard Gere', ' Laura Linney', ' Edward Norton', ' John Mahoney']",129,https://www.imdb.com/title/tt0117381/
The Devil's Advocate,1997,7.5,"['Keanu Reeves', ' Al Pacino', ' Charlize Theron', ' Jeffrey Jones']",144,https://www.imdb.com/title/tt0118971/
Contact,1997,7.5,"['Jodie Foster', ' Matthew McConaughey', ' Tom Skerritt', ' John Hurt']",150,https://www.imdb.com/title/tt0118884/
Jackie Brown,1997,7.5,"['Pam Grier', ' Samuel L Jackson', ' Robert Forster', ' Bridget Fonda']",154,https://www.imdb.com/title/tt0119396/
Lawn Dogs,1997,7.5,"['Sam Rockwell', ' Kathleen Quinlan', ' Mischa Barton', ' Christopher McDonald']",101,https://www.imdb.com/title/tt0119506/
Iruvar,1997,8.5,"['Mohanlal', ' Prakash Raj', ' Aishwarya Rai Bachchan', ' Gautami']",140,https://www.imdb.com/title/tt0119385/
Mulan,1998,7.6,"['MingNa Wen', ' Eddie Murphy', ' BD Wong', ' Miguel Ferrer']",88,https://www.imdb.com/title/tt0120762/
Fear and Loathing in Las Vegas,1998,7.6,"['Johnny Depp', ' Benicio Del Toro', ' Tobey Maguire', ' Michael Lee Gogin']",118,https://www.imdb.com/title/tt0120669/
The Red Violin,1998,7.6,"['Carlo Cecchi', ' JeanLuc Bideau', ' Christoph Koncz', ' Jason Flemyng']",130,https://www.imdb.com/title/tt0120802/
Dark City,1998,7.6,"['Rufus Sewell', ' Kiefer Sutherland', ' Jennifer Connelly', ' William Hurt']",100,https://www.imdb.com/title/tt0118929/
Dil Se..,1998,7.6,"['Shah Rukh Khan', ' Manisha Koirala', ' Preity Zinta', ' Raghuvir Yadav']",144,https://www.imdb.com/title/tt0164538/
The Green Mile,1999,8.6,"['Tom Hanks', ' Michael Clarke Duncan', ' David Morse', ' Bonnie Hunt']",189,https://www.imdb.com/title/tt0120689/
Rosetta,1999,7.5,"['Émilie Dequenne', ' Fabrizio Rongione', ' Anne Yernaux', ' Olivier Gourmet']",95,https://www.imdb.com/title/tt0200071/
La lengua de las mariposas,1999,7.6,"['Manuel Lozano', ' Fernando Fernán Gómez', ' Uxía Blanco', ' Gonzalo Uriarte']",96,https://www.imdb.com/title/tt0188030/
The Hurricane,1999,7.6,"['Denzel Washington', ' Vicellous Shannon', ' Deborah Kara Unger', ' Liev Schreiber']",146,https://www.imdb.com/title/tt0174856/
In China They Eat Dogs,1999,7.4,"['Kim Bodnia', ' Dejan Cukic', ' Nikolaj Lie Kaas', ' Tomas Villum Jensen']",91,https://www.imdb.com/title/tt0180748/
Erin Brockovich,2000,7.4,"['Julia Roberts', ' Albert Finney', ' David Brisbin', ' Dawn Didawick']",131,https://www.imdb.com/title/tt0195685/
Quills,2000,7.3,"['Geoffrey Rush', ' Kate Winslet', ' Joaquin Phoenix', ' Michael Caine']",124,https://www.imdb.com/title/tt0180073/
Frequency,2000,7.3,"['Dennis Quaid', ' Jim Caviezel', ' Shawn Doyle', ' Elizabeth Mitchell']",118,https://www.imdb.com/title/tt0186151/
Dinner Rush,2000,7.3,"['Danny Aiello', ' Edoardo Ballerini', ' John Rothman', ' Frank Bongiorno']",99,https://www.imdb.com/title/tt0229340/
Sexy Beast,2000,7.3,"['Ray Winstone', ' Ben Kingsley', ' Ian McShane', ' Amanda Redman']",89,https://www.imdb.com/title/tt0203119/
Baran,2001,7.8,"['Hossein Abedini', ' Zahra Bahrami', ' Mohammad Amir Naji', ' Hossein Mahjoub']",94,https://www.imdb.com/title/tt0233841/
Waking Life,2001,7.8,"['Ethan Hawke', ' Trevor Jack Brooks', ' Lorelei Linklater', ' Wiley Wiggins']",99,https://www.imdb.com/title/tt0243017/
Samsara,2001,7.7,"['Shawn Ku', ' Christy Chung', ' Neelesha Barthel', ' Lhakpa Tsering']",145,https://www.imdb.com/title/tt0196069/
Sennen joyû,2001,7.9,"['Miyoko Shôji', ' Shôzô Îzuka', ' Mami Koyama', ' Fumiko Orikasa']",87,https://www.imdb.com/title/tt0291350/
Atanarjuat,2001,7.5,"['Natar Ungalaaq', ' Sylvia Ivalu', ' PeterHenry Arnatsiaq', ' Lucy Tulugarjuk']",172,https://www.imdb.com/title/tt0285441/
Gangs of New York,2002,7.5,"['Leonardo DiCaprio', ' Cameron Diaz', ' Daniel DayLewis', ' Jim Broadbent']",167,https://www.imdb.com/title/tt0217505/
The Pianist,2002,8.5,"['Adrien Brody', ' Thomas Kretschmann', ' Frank Finlay', ' Emilia Fox']",150,https://www.imdb.com/title/tt0253474/
Mrtav 'ladan,2002,8.4,"['Nikola Djuricko', ' Sonja Kolacaric', ' Tara Manic', ' Srdjan Zika Todorovic']",90,https://www.imdb.com/title/tt0301634/
L'auberge espagnole,2002,7.3,"['Romain Duris', ' Judith Godrèche', ' Kelly Reilly', ' Audrey Tautou']",122,https://www.imdb.com/title/tt0283900/
Dirty Pretty Things,2002,7.3,"['Chiwetel Ejiofor', ' Audrey Tautou', ' Sophie Okonedo', ' Kriss Dosanjh']",97,https://www.imdb.com/title/tt0301199/
Salmer fra kjøkkenet,2003,7.3,"['Tomas Norström', ' Joachim Calmeyer', ' Bjørn Floberg', ' Reine Brynolfsson']",95,https://www.imdb.com/title/tt0323872/
X-Men 2,2003,7.4,"['Patrick Stewart', ' Hugh Jackman', ' Halle Berry', ' Ian McKellen']",134,https://www.imdb.com/title/tt0290334/
Lisbela e o Prisioneiro,2003,7.6,"['André Mattos', ' Aramis Trindade', ' Bruno Garcia', ' Carlos Casagrande']",106,https://www.imdb.com/title/tt0367975/
O Homem Que Copiava,2003,7.6,"['Lázaro Ramos', ' Leandra Leal', ' Luana Piovani', ' Pedro Cardoso']",123,https://www.imdb.com/title/tt0367859/
Big Fish,2003,8.0,"['Ewan McGregor', ' Albert Finney', ' Billy Crudup', ' Jessica Lange']",125,https://www.imdb.com/title/tt0319061/
Taegukgi hwinalrimyeo,2004,8.0,"['Jang DongGun', ' Won Bin', ' Eunju Lee', ' Hyeongjin Kong']",140,https://www.imdb.com/title/tt0386064/
Kill Bill: Vol. 2,2004,8.0,"['Uma Thurman', ' David Carradine', ' Michael Madsen', ' Daryl Hannah']",137,https://www.imdb.com/title/tt0378194/
Walk on Water,2004,7.3,"['Lior Ashkenazi', ' Knut Berger', ' Caroline Peters', ' Gideon Shemer']",103,https://www.imdb.com/title/tt0352994/
Ghilli,2004,8.0,"['Joseph Vijay', ' Trisha Krishnan', ' Prakash Raj', ' Ashish Vidyarthi']",160,https://www.imdb.com/title/tt0422320/
Mar adentro,2004,8.0,"['Javier Bardem', ' Belén Rueda', ' Lola Dueñas', ' Mabel Rivera']",126,https://www.imdb.com/title/tt0369702/
"The Prize Winner of Defiance, Ohio",2005,7.3,"['Julianne Moore', ' Woody Harrelson', ' Laura Dern', ' Trevor Morgan']",99,https://www.imdb.com/title/tt0406158/
Coach Carter,2005,7.3,"['Samuel L Jackson', ' Rick Gonzalez', ' Robert Richard', ' Rob Brown']",136,https://www.imdb.com/title/tt0393162/
Hustle & Flow,2005,7.3,"['Terrence Howard', ' Ludacris', ' Anthony Anderson', ' Taryn Manning']",116,https://www.imdb.com/title/tt0410097/
North Country,2005,7.3,"['Charlize Theron', ' Jeremy Renner', ' Frances McDormand', ' Thomas Curtis']",126,https://www.imdb.com/title/tt0395972/
C.R.A.Z.Y.,2005,7.9,"['Michel Côté', ' MarcAndré Grondin', ' Danielle Proulx', ' Émile Vallée']",129,https://www.imdb.com/title/tt0401085/
Apocalypto,2006,7.8,"['Gerardo Taracena', ' Raoul Max Trujillo', ' Dalia Hernández', ' Rudy Youngblood']",139,https://www.imdb.com/title/tt0472043/
Children of Men,2006,7.9,"['Julianne Moore', ' Clive Owen', ' Chiwetel Ejiofor', ' Michael Caine']",109,https://www.imdb.com/title/tt0206634/
Little Miss Sunshine,2006,7.8,"['Steve Carell', ' Toni Collette', ' Greg Kinnear', ' Abigail Breslin']",101,https://www.imdb.com/title/tt0449059/
San xia hao ren,2006,7.3,"['Tao Zhao', ' Zhou Lan', ' Sanming Han', ' Lizhen Ma']",111,https://www.imdb.com/title/tt0859765/
Biyeolhan geori,2006,7.3,"['InSung Jo', ' Hojin Chun', ' Min Namkoong', ' Lee Boyoung']",140,https://www.imdb.com/title/tt0821442/
Freedom Writers,2007,7.6,"['Hilary Swank', ' Imelda Staunton', ' Patrick Dempsey', ' Scott Glenn']",123,https://www.imdb.com/title/tt0463998/
Grindhouse,2007,7.5,"['Kurt Russell', ' Rose McGowan', ' Danny Trejo', ' Zoë Bell']",191,https://www.imdb.com/title/tt0462322/
Happy Days,2007,7.9,"['Varun Sandesh', ' Tamannaah Bhatia', ' Raahul', ' Sonia']",153,https://www.imdb.com/title/tt1214961/
Control,2007,7.7,"['Sam Riley', ' Samantha Morton', ' Craig Parkinson', ' Alexandra Maria Lara']",122,https://www.imdb.com/title/tt0421082/
La Vie En Rose,2007,7.6,"['Marion Cotillard', ' Sylvie Testud', ' Pascal Greggory', ' Emmanuelle Seigner']",140,https://www.imdb.com/title/tt0450188/
Keith,2008,7.4,"['Elisabeth Harnois', ' Jesse McCartney', ' Margo Harshman', ' Ignacio Serricchio']",95,https://www.imdb.com/title/tt0435679/
Red Cliff,2008,7.4,"['Tony ChiuWai Leung', ' Takeshi Kaneshiro', ' Fengyi Zhang', ' Chang Chen']",288,https://www.imdb.com/title/tt0425637/
Üç Maymun,2008,7.3,"['Yavuz Bingöl', ' Hatice Aslan', ' Ahmet Rifat Sungar', ' Ercan Kesal']",109,https://www.imdb.com/title/tt1233381/
Dasavatharam,2008,7.3,"['Kamal Haasan', ' Asin Thottumkal', ' Jaya Prada', ' Mallika Sherawat']",188,https://www.imdb.com/title/tt0479651/
Der Baader Meinhof Komplex,2008,7.4,"['Martina Gedeck', ' Moritz Bleibtreu', ' Johanna Wokalek', ' Bruno Ganz']",150,https://www.imdb.com/title/tt0765432/
Trailer Park Boys: Countdown to Liquor Day,2009,7.4,"['Robb Wells', ' John Paul Tremblay', ' Mike Smith', ' John Dunsworth']",102,https://www.imdb.com/title/tt1337032/
Einayim Petukhoth,2009,7.3,"['Zohar Strauss', ' Ran Danker', ' Tinkerbell', ' Tzahi Grad']",91,https://www.imdb.com/title/tt1424327/
Watchmen,2009,7.6,"['Jackie Earle Haley', ' Patrick Wilson', ' Carla Gugino', ' Malin Akerman']",162,https://www.imdb.com/title/tt0409459/
Harry Potter en de halfbloed prins,2009,7.6,"['Daniel Radcliffe', ' Emma Watson', ' Rupert Grint', ' Michael Gambon']",153,https://www.imdb.com/title/tt0417741/
13B: Fear Has a New Address,2009,7.3,"['Madhavan', ' Nitu Chandra', ' Poonam Dhillon', ' Saranya Ponvannan']",138,https://www.imdb.com/title/tt1385824/
Despicable Me,2010,7.6,"['Steve Carell', ' Jason Segel', ' Russell Brand', ' Julie Andrews']",95,https://www.imdb.com/title/tt1323594/
Phas Gaye Re Obama,2010,7.5,"['Rajat Kapoor', ' Neha Dhupia', ' Sanjay Mishra', ' Manu Rishi Chadha']",108,https://www.imdb.com/title/tt1773015/
Kick-Ass,2010,7.6,"['Aaron TaylorJohnson', ' Nicolas Cage', ' Chloë Grace Moretz', ' Garrett M Brown']",117,https://www.imdb.com/title/tt1250777/
Yongseoneun eupda,2010,7.5,"['Sol Kyunggu', ' Ryoo Seungbum', ' Hyejin Han', ' Jiru Sung']",123,https://www.imdb.com/title/tt1662557/
O chyom govoryat muzhchiny,2010,7.5,"['Leonid Barats', ' Aleksandr Demidov', ' Kamil Larin', ' Rostislav Khait']",93,https://www.imdb.com/title/tt1595366/
Jin ling shi san chai,2011,7.6,"['Christian Bale', ' Ni Ni', ' Xinyi Zhang', ' Tianyuan Huang']",146,https://www.imdb.com/title/tt1410063/
United,2011,7.4,"['Dean Andrews', ' Kate Ashfield', ' Natalie Burt', ' David Calder']",94,https://www.imdb.com/title/tt1777034/
50/50,2011,7.6,"['Joseph GordonLevitt', ' Seth Rogen', ' Anna Kendrick', ' Bryce Dallas Howard']",100,https://www.imdb.com/title/tt1306980/
Tyrannosaur,2011,7.6,"['Peter Mullan', ' Archie Lal', ' Jag Sanghera', ' Mike Fearnley']",92,https://www.imdb.com/title/tt1204340/
Moneyball,2011,7.6,"['Brad Pitt', ' Robin Wright', ' Jonah Hill', ' Philip Seymour Hoffman']",133,https://www.imdb.com/title/tt1210166/
Wreck-It Ralph,2012,7.7,"['John C Reilly', ' Jack McBrayer', ' Jane Lynch', ' Sarah Silverman']",101,https://www.imdb.com/title/tt1772341/
Le prénom,2012,7.3,"['Patrick Bruel', ' Valérie Benguigui', ' Charles Berling', ' Guillaume de Tonquédec']",109,https://www.imdb.com/title/tt2179121/
Frances Ha,2012,7.5,"['Greta Gerwig', ' Mickey Sumner', ' Adam Driver', ' Michael Zegen']",86,https://www.imdb.com/title/tt2347569/
El cuerpo,2012,7.6,"['Jose Coronado', ' Hugo Silva', ' Belén Rueda', ' Aura Garrido']",112,https://www.imdb.com/title/tt1937149/
Treto poluvreme,2012,7.7,"['Katarina Ivanovska', ' Sasko Kocev', ' Richard Sammel', ' Rade Serbedzija']",113,https://www.imdb.com/title/tt2069100/
Frozen,2013,7.4,"['Kristen Bell', ' Idina Menzel', ' Jonathan Groff', ' Josh Gad']",102,https://www.imdb.com/title/tt2294629/
7-beon-bang-ui seon-mul,2013,8.2,"['Seungryong Ryu', ' So Won Kal', ' Dalsu Oh', ' Mansik Jeong']",127,https://www.imdb.com/title/tt2659414/
The Lunchbox,2013,7.8,"['Irrfan Khan', ' Nimrat Kaur', ' Nawazuddin Siddiqui', ' Lillete Dubey']",104,https://www.imdb.com/title/tt2350496/
Pozitia copilului,2013,7.4,"['Luminita Gheorghiu', ' Bogdan Dumitrache', ' Natasa Raab', ' Ilinca Goia']",112,https://www.imdb.com/title/tt2187115/
Bhaag Milkha Bhaag,2013,8.2,"['Farhan Akhtar', ' Sonam Kapoor', ' Pawan Malhotra', ' Art Malik']",186,https://www.imdb.com/title/tt2356180/
Chef,2014,7.3,"['Jon Favreau', ' Robert Downey Jr', ' Scarlett Johansson', ' Dustin Hoffman']",114,https://www.imdb.com/title/tt2883512/
The Blue Elephant,2014,8.1,"['Karim Abdel Aziz', ' Khaled ElSawi', ' Nelly Karim', ' Muhammad Mamdooh']",170,https://www.imdb.com/title/tt3461252/
Song of the Sea,2014,8.1,"['David Rawle', ' Brendan Gleeson', ' Lisa Hannigan', ' Fionnula Flanagan']",93,https://www.imdb.com/title/tt1865505/
Pek Yakinda,2014,7.4,"['Cem Yilmaz', ' Tülin Özen', ' Zafer Algöz', ' Özkan Ugur']",134,https://www.imdb.com/title/tt3698408/
The Hundred-Foot Journey,2014,7.3,"['Helen Mirren', ' Om Puri', ' Manish Dayal', ' Charlotte Le Bon']",122,https://www.imdb.com/title/tt2980648/
Sicario,2015,7.6,"['Emily Blunt', ' Josh Brolin', ' Benicio Del Toro', ' Jon Bernthal']",121,https://www.imdb.com/title/tt3397884/
"Liza, a rókatündér",2015,7.6,"['Mónika Balsai', ' Szabolcs Bede Fazekas', ' David Sakurai', ' Zoltán Schmied']",98,https://www.imdb.com/title/tt2210769/
Mucize,2015,7.6,"['Mahsun Kirmizigül', ' Senay Gürler', ' Talat Bulut', ' Mert Turak']",136,https://www.imdb.com/title/tt3138782/
Binnenstebuiten,2015,8.1,"['Amy Poehler', ' Bill Hader', ' Lewis Black', ' Mindy Kaling']",95,https://www.imdb.com/title/tt2096673/
The Man from U.N.C.L.E.,2015,7.3,"['Henry Cavill', ' Armie Hammer', ' Alicia Vikander', ' Elizabeth Debicki']",116,https://www.imdb.com/title/tt1638355/
M.S. Dhoni: The Untold Story,2016,7.9,"['Sushant Singh Rajput', ' Kiara Advani', ' Anupam Kher', ' Disha Patani']",184,https://www.imdb.com/title/tt4169250/
Arrival,2016,7.9,"['Amy Adams', ' Jeremy Renner', ' Forest Whitaker', ' Michael Stuhlbarg']",116,https://www.imdb.com/title/tt2543164/
Perfetti sconosciuti,2016,7.8,"['Giuseppe Battiston', ' Anna Foglietta', ' Marco Giallini', ' Edoardo Leo']",96,https://www.imdb.com/title/tt4901306/
Airlift,2016,8.0,"['Akshay Kumar', ' Nimrat Kaur', ' Kumud Mishra', ' Prakash Belawadi']",130,https://www.imdb.com/title/tt4387040/
Zootropolis,2016,8.0,"['Ginnifer Goodwin', ' Jason Bateman', ' Idris Elba', ' Jenny Slate']",108,https://www.imdb.com/title/tt2948356/
Chalard games goeng,2017,7.6,"['Chutimon Chuengcharoensukying', ' Eisaya Hosuwan', ' Teeradon Supapunpinyo', ' Chanon Santinatornkul']",130,https://www.imdb.com/title/tt6788942/
Taeksi woonjunsa,2017,7.9,"['Kangho Song', ' Thomas Kretschmann', ' HaeJin Yoo', ' Ryu JunYeol']",137,https://www.imdb.com/title/tt6878038/
Nelyubov,2017,7.6,"['Maryana Spivak', ' Aleksey Rozin', ' Matvey Novikov', ' Marina Vasileva']",127,https://www.imdb.com/title/tt6304162/
Call Me by Your Name,2017,7.9,"['Armie Hammer', ' Timothée Chalamet', ' Michael Stuhlbarg', ' Amira Casar']",132,https://www.imdb.com/title/tt5726616/
The Florida Project,2017,7.6,"['Brooklynn Prince', ' Bria Vinaite', ' Willem Dafoe', ' Christopher Rivera']",111,https://www.imdb.com/title/tt5649144/
96,2018,8.6,"['Vijay Sethupathi', ' Adithya Bhaskar', ' Trisha Krishnan', ' Gouri Kishan']",158,https://www.imdb.com/title/tt7019842/
Ratsasan,2018,8.4,"['Vishnu Vishal', ' Amala Paul', ' Radha Ravi', ' Sangili Murugan']",170,https://www.imdb.com/title/tt7060344/
Rangasthalam,2018,8.4,"['Ram Charan', ' Samantha Ruth Prabhu', ' Aadhi', ' Jagapathi Babu']",170,https://www.imdb.com/title/tt7392212/
Avengers: Infinity War,2018,8.4,"['Robert Downey Jr', ' Chris Hemsworth', ' Mark Ruffalo', ' Chris Evans']",149,https://www.imdb.com/title/tt4154756/
Capharnaüm,2018,8.4,"['Zain Al Rafeea', ' Yordanos Shiferaw', ' Boluwatife Treasure Bankole', ' Kawsar Al Haddad']",126,https://www.imdb.com/title/tt8267604/
How to Train Your Dragon: The Hidden World,2019,7.5,"['Jay Baruchel', ' America Ferrera', ' F Murray Abraham', ' Cate Blanchett']",104,https://www.imdb.com/title/tt2386490/
Avengers: Endgame,2019,8.4,"['Robert Downey Jr', ' Chris Evans', ' Mark Ruffalo', ' Chris Hemsworth']",181,https://www.imdb.com/title/tt4154796/
Richard Jewell,2019,7.5,"['Paul Walter Hauser', ' Sam Rockwell', ' Brandon Stanley', ' Ryan Boz']",131,https://www.imdb.com/title/tt3513548/
The Gentlemen,2019,7.8,"['Matthew McConaughey', ' Charlie Hunnam', ' Michelle Dockery', ' Jeremy Strong']",113,https://www.imdb.com/title/tt8367814/
Badla,2019,7.8,"['Amitabh Bachchan', ' Taapsee Pannu', ' Amrita Singh', ' Antonio Aakeel']",118,https://www.imdb.com/title/tt8130968/
